,T-1,T-2,T-3,CK-1,CK-2,CK-3,pvalue,log2FC,UPDOWN
BraA05003372,1,3.18,1,0.005,2.06,6,0.652143612758782,-0.638722435469089,Not sig
BraA05003373,8,11,11,8,7,8,0.134058660530084,0.383328639551506,Not sig
BraA05003374,160,205,151,164,282,219,0.284565384839594,-0.365983274965298,Not sig
BraA05003375,136,147,127,795,684,534,0.0189607900601159,-2.29565135741589,Down
BraA05003378,445,512,486.55,465,594,467,0.601898415383713,-0.0801338833461964,Not sig
BraA05003379,185,174,168,36,63,98,0.0194905708916215,1.41960733218084,Up
BraA05003380,14,14,12,66,64,44,0.0230139954433415,-2.12101540096137,Down
BraA05003382,1453,1435,1016,3024,2307,2976,0.00947410268211221,-1.0893745015252,Down
BraA05003383,539,772.26,564.2,339,381.69,334.54,0.0606665494132079,0.829687007535308,Not sig
BraA05003384,1879,2184,1975,278,300,294,0.00260668934868685,2.7916707167367,Up
BraA05003385,2,2,2,2,4,5,0.199359230974564,-0.874469117916141,Not sig
BraA05003386,13,30,23,18,35,31,0.446792270783366,-0.347923303420307,Not sig
BraA05003387,163,199,255,204,205,245,0.708790472375034,-0.0840201463486648,Not sig
BraA05003389,201,258,237,122,123,171,0.0158614405376452,0.742503777707636,Not sig
BraA05003390,100,147,166,59,84,124,0.148858145343654,0.629302039731891,Not sig
BraA05003391,0.005,0.005,3.93,9.61,6.29,3.56,0.0821453988744117,-2.30424417532473,Not sig
BraA05003392,180,227,247.07,389.39,555.71,382.44,0.0457210075549358,-1.02123838193844,Down
BraA05003393,15,18,9,0.005,0.005,0.005,0.0339312306121305,11.4512111118323,Up
BraA05003394,2,9,8,0.005,1,5,0.187896834563851,1.66176326751268,Not sig
BraA05003395,56,58,79.61,3,9,6,0.0128487082480965,3.42708465839236,Up
BraA05003396,220,235,242.39,8,16,21,5.8801032402598e-05,3.95396877064564,Up
BraA05003399,0.005,2,0.005,2,1,2,0.274287211429414,-1.31473259348316,Not sig
BraA05003400,20,21,9,5,2,18,0.256173393663676,1,Not sig
BraA05003401,5,6,5,7,3,5,0.80421537680838,0.0931094043914815,Not sig
BraA05003403,187,187,143,2,2,22,0.00274793957851755,4.31358075217384,Up
BraA05003405,46,51,65,133,90,68,0.144136871571503,-0.845025340023659,Not sig
BraA05003406,15,37,37,0.005,0.005,3,0.0572151539306328,4.88596994398142,Not sig
BraA05003407,31,47,59,39,38,46,0.629861812732437,0.155517577621287,Not sig
BraA05003408,0.005,1,3,0.005,0.005,0.005,0.270069503221121,8.06069593168755,Not sig
BraA05003410,82,2,6,1,0.005,0.005,0.372486340077899,6.4774978033526,Not sig
BraA05003413,144,208,227,32,55,34,0.019277214259052,2.25855630071464,Up
BraA05003414,67,75,40,201,239,221,0.000473453249683829,-1.860711821309,Down
BraA05003415,44,40,50,53,58,65,0.0382180564436567,-0.393342428179525,Not sig
BraA05003416,2,3.01,2,1,3,4,0.753285859848504,-0.190585555764102,Not sig
BraA05003417,14,22,4,13,6,33,0.702348702983887,-0.37851162325373,Not sig
BraA05003418,98,122,131,176,166,131,0.0793504411217503,-0.430369153034834,Not sig
BraA05003419,44,58,45,34,44,126,0.582767644476024,-0.472752997135131,Not sig
BraA05003420,2,4,6,2,3,7,1,0,Not sig
BraA05003422,245,264,239,183,156,359,0.818559846943919,0.0998112336779845,Not sig
BraA05003423,207,280,217,127,191,184,0.0931515982102583,0.487888064686525,Not sig
BraA05003426,4,6,0.005,1,5,9,0.599233480607818,-0.584241333477502,Not sig
BraA05003428,8,8,7,9,19,19,0.137098054076844,-1.03102689562062,Not sig
BraA05003429,11,7,7,32,14,9,0.286942195918822,-1.13750352374993,Not sig
BraA05003430,4,6,5,13,15,5,0.184858902009203,-1.13750352374993,Not sig
BraA05003431,272,316,301,437,450,494,0.00216054337439375,-0.635457995428281,Not sig
BraA05003432,183,230,185,303,261,307,0.0128884439650064,-0.542527234400759,Not sig
BraA05003438,413,451,477,365,388,450,0.223732273088411,0.156672594728397,Not sig
BraA05003440,2,3,1,3,0.005,9,0.530738046505792,-1.00060099773454,Not sig
BraA05003441,74,65,97,3,8,16,0.00993247232661426,3.12775554719837,Up
BraA05003442,104,165,148,154,181,157,0.305952715519586,-0.238610931894576,Not sig
BraA05003443,171,182,199,1,0.005,0.005,0.00193209460839217,9.0941691638011,Up
BraA05003445,0.005,0.005,2,0.005,1,3,0.581551514155404,-0.994606741229782,Not sig
BraA05003447,707,899,784,340,423,363,0.00812780893680209,1.08580379078788,Up
BraA05003448,356,450,476,8,20,18,0.00726071199061603,4.80061859056173,Up
BraA05003450,35,39.5,32,27,21,29,0.0392369184674377,0.467923079530937,Not sig
BraA05003451,0.005,0.005,0.005,1,1,0.005,0.183503419072274,-7.06249592573376,Not sig
BraA05003452,731,822,1030,481,511,465,0.0484475479965076,0.826046766053487,Not sig
BraA05003454,602,834,908,219,333,336,0.0215578768394203,1.40034098807214,Up
BraA05003455,1,3,0.005,0.005,2,3,0.802173438022254,-0.321567826427283,Not sig
BraA05003456,256,308,268,519,579,459,0.00977472583868442,-0.904113510937945,Not sig
BraA05003457,165,243,217,102,150,136,0.0535440646251852,0.687799537362322,Not sig
BraA05003458,368,444,399,540,572,546,0.0108608649832394,-0.453245141801421,Not sig
BraA05003460,138,184,111,360,746,521,0.0660591032628499,-1.9097753209458,Not sig
BraA05003461,2,1,4,125,172,221,0.0253682389644163,-6.20945336562895,Down
BraA05003462,208,215,240,1314,1131,639,0.0567699367234065,-2.21772198980245,Not sig
BraA05003464,6,3,1,9,14,6,0.0954360659541607,-1.53605290024021,Not sig
BraA05003465,84,94,84,62,102,90,0.846137317506624,0.0447383147652843,Not sig
BraA05003466,44,97,89,94,110,108,0.234450542376613,-0.439912167917873,Not sig
BraA05003467,1,1,4,5,4,11,0.153957369205369,-1.73696559416621,Not sig
BraA05003468,4.13,0.07,0.005,0.17,0.005,0.005,0.429112220843782,4.54603698881283,Not sig
BraA05003470,193,256,229,295,310,273,0.0462561431041051,-0.372935666399014,Not sig
BraA05003471,438.86,538.31,435.85,607.55,762.05,672.45,0.0229388155083166,-0.531236305483614,Not sig
BraA05003472,254.42,311.25,266.52,258.04,293.75,279.05,0.983476712894756,0.00234227732874783,Not sig
BraA05003475,12,34,26,24,24,30,0.790369998174382,-0.115477217419936,Not sig
BraA05003476,27,25,19,21,27,30,0.549836918679828,-0.135655099357566,Not sig
BraA05003477,241,269,270,59,48,117,0.00564660746544919,1.79997539169201,Up
BraA05003478,3,12,5,1,1,2,0.188177215440489,2.32192809488736,Not sig
BraA05003480,1,0.005,3,0.005,0.005,9,0.639826059559072,-1.16972486340483,Not sig
BraA05003481,128,136,142,190,248,255,0.0390023599847746,-0.771375624952037,Not sig
BraA05003482,2650,1796,1420,15,1,7,0.0331669063903548,7.99459939969994,Up
BraA05003483,76,85,61,387.11,327,1489,0.222481777728709,-3.3109099480728,Not sig
BraA05003484,2,0.005,1,45,21,15,0.104478907259579,-4.75248501194816,Not sig
BraA05003485,432,637,745,33,23,112,0.0195317996895183,3.43264131774976,Up
BraA05003486,147,76,87,120,98,242,0.392285160114628,-0.569365645670138,Not sig
BraA05003488,4,6,6,30,51,31,0.0416222366741928,-2.8073549220576,Down
BraA05003489,10,4,2,4,5,8,0.909277385110109,-0.0874628412503396,Not sig
BraA05003490,94,110,125,279,360,262,0.0176711039737824,-1.4534395220783,Down
BraA05003492,610,689,757,292,300,293,0.0114188527996042,1.21609090422352,Up
BraA05003493,20,12,7,34,24,38,0.0282646683584416,-1.29956028185891,Down
BraA05003494,378,420,413,811,778,750,0.000120455165241795,-0.949692996658099,Not sig
BraA05003495,219,287,264,233,299,221,0.865921324801512,0.0322085809103355,Not sig
BraA05003496,78,107,133,1,0.005,0.005,0.0218230622438633,8.29852766230728,Up
BraA05003497,548,1238,651,199,298,227,0.114656426502487,1.75104464864014,Not sig
BraA05003498,6,1,1,1,2,3,0.735499321548675,0.415037499278844,Not sig
BraA05003499,50,94,59,65,78,83,0.63737057747393,-0.154843045230011,Not sig
BraA05003500,224,287,277,79,52,61,0.00418634737166613,2.03708931873522,Up
BraA05003502,690,778,589,883,589,573,0.974298298293345,0.00844095069582285,Not sig
BraA05003503,255,265,270,345,356,318,0.0122645184150703,-0.367229493101349,Not sig
BraA05003504,54,121,14,168,251,176,0.0309035772902526,-1.65450343397423,Down
BraA05003505,994,1417,1481,12,6,7,0.0137503130233198,7.28243980500639,Up
BraA05003507,1,0.005,1,86,56,31,0.069700151027488,-6.43102599095653,Not sig
BraA05003508,28,73,19,39,86,76,0.288210164104493,-0.74416109557041,Not sig
BraA05003510,198,279,217,236,305,291,0.228690198092874,-0.261647865562831,Not sig
BraA05003512,49.43,60,70.78,11,12,6,0.00969472455683134,2.63555426434533,Up
BraA05003513,1.57,0.005,3.22,0.005,0.005,0.005,0.228192027853302,8.32042450429697,Not sig
BraA05003514,467,597,578,79,85,69,0.00678777436686448,2.81705226712352,Up
BraA05003515,50,45,16,38,92,94,0.167646471641227,-1.0129390557075,Not sig
BraA05003518,84,79,45,1399,1126,1581,0.00972037235238518,-4.30307819396751,Down
BraA05003519,100,178,123,131,178,270,0.291147867842443,-0.529961111534316,Not sig
BraA05003526,517,612,693,98,156,123,0.00635759482476008,2.27288653053339,Up
BraA05003527,43,28,75,0.005,0.005,0.005,0.0724260140385414,13.2487182479336,Not sig
BraA05003529,10,12,12,11,10,12,0.725030184724861,0.0430687218918859,Not sig
BraA05003530,151,230,198,114,137,178,0.169419678113715,0.432585700489691,Not sig
BraA05003532,2,1,1,0.005,1,0.005,0.10139614421257,1.98564470702293,Not sig
BraA05003533,5,2,2,0.005,0.005,0.005,0.0957406291148458,9.22881869049588,Not sig
BraA05003535,705,829,679,2136,2145,2998,0.0249948932164065,-1.71773681327733,Down
BraA05003536,20,18,33,2,4,12,0.0425981936019657,1.97982211806237,Up
BraA05003537,3,4,3,1,0.005,0.005,0.00310984328982651,3.30757280191029,Up
BraA05003538,43,41,51,33,27,42,0.115746597913389,0.404390255079335,Not sig
BraA05003540,57,68,49,76,58,66,0.316810862399052,-0.200912693925997,Not sig
BraA05003543,8.49,1,2,0.005,0.005,0.005,0.244830129832936,9.58120058192496,Not sig
BraA05003544,18,17,18,16,11,17,0.245147672186438,0.268488835925902,Not sig
BraA05003545,18,13,0.005,51,34,120,0.153400920721324,-2.72505111513357,Not sig
BraA05003546,81,117.94,81.06,142.88,158.3,228.67,0.0692647885459435,-0.920157164797753,Not sig
BraA05003547,38,36.06,44.94,89.12,72.7,100.33,0.0186966790828402,-1.13943097232105,Down
BraA05003548,11,17,10,0.005,3,5,0.0244441141199043,2.24702611070205,Up
BraA05003550,11,14,8,32,45,50,0.0199723653036276,-1.94429056741371,Down
BraA05003551,41,63,55,16,18,18,0.0298614095604366,1.61244323714326,Up
BraA05003553,227,316,260,6,3,2,0.00942702999421442,6.18982455888002,Up
BraA05003554,19,32,15,9,23,36.42,0.936611914281659,-0.0519520796347218,Not sig
BraA05003555,3,3,4,0.005,0.005,2,0.038401001789479,2.31473259348316,Up
BraA05003557,69,116,66,14,39,23,0.051563657197355,1.72361604050719,Not sig
BraA05003558,83,94,68,49,42,83,0.199376570985741,0.493694443153842,Not sig
BraA05003559,188,256,265,15,2,4,0.00953048713688023,5.07732439446076,Up
BraA05003560,0.005,0.005,1,0.005,1,1,0.518518518518518,-0.989246943703125,Not sig
BraA05003561,12,39,40,17,9,8,0.165613698072385,1.42033179894836,Not sig
BraA05003564,28,17,38,173,172,84,0.0543923774930856,-2.36979440615262,Not sig
BraA05003566,73,103,104,92,164,148,0.190069126931958,-0.528928465806828,Not sig
BraA05003567,129,181,200,389,414,294,0.0163255109684649,-1.10499437354434,Down
BraA05003568,28,39,33,73,109,125,0.0413568041336397,-1.61823865559545,Down
BraA05003569,84,217,154,395,155,364,0.169030251822868,-1.00632761997201,Not sig
BraA05003570,298,389,418,243,259,324,0.11005580548565,0.419832682859349,Not sig
BraA05003571,223,287,227,381,423,364,0.00657407638084007,-0.664303749784947,Not sig
BraA05003572,0.005,1,0.005,2,2,4,0.0537142547186929,-2.98564470702293,Not sig
BraA05003573,38,54,54,41,57,76,0.473614343355692,-0.253118936968711,Not sig
BraA05003574,273,350,264,2368,2629.27,1345.03,0.0428369427133358,-2.83800011098724,Down
BraA05003575,0.005,1,2,2,0.5,10,0.395866780158377,-2.05649119883826,Not sig
BraA05003576,454,376.5,445,11,10.5,8,0.00341545200211302,5.43420413424063,Up
BraA05003577,0.005,0.005,0.005,0.005,4.73,6.97,0.198092521800435,-9.60794671839086,Not sig
BraA05003578,0.005,1,2,2,0.5,10,0.395866780158377,-2.05649119883826,Not sig
BraA05003579,454,376.5,445,11,10.5,8,0.00341545200211302,5.43420413424063,Up
BraA05003580,1,1,2,13,11,51,0.210507042986543,-4.22881869049588,Not sig
BraA05003581,57,67,58,162,153,96,0.062941519001252,-1.17519994348299,Not sig
BraA05003582,25,26,20,1,4,2,0.00234399001654816,3.34239219744708,Up
BraA05003584,2,2,5,7,12,6,0.0835023767296023,-1.47393118833241,Not sig
BraA05003585,3352,5018,1814,20494,20409,13633,0.0130183412621253,-2.4209045638039,Down
BraA05003586,454,534,609,1061,1227,709,0.0823402570846292,-0.908154771102342,Not sig
BraA05003587,78,81,72,15,9,28,0.00294367219212706,2.15130932327497,Up
BraA05003588,117,106,144,37,43,24,0.00657858963193444,1.81919653470212,Up
BraA05003590,20,12,11,20,15,54,0.336678936694643,-1.0494686762643,Not sig
BraA05003591,156,155,179,183.16,158,128,0.722629963003269,0.0627017330089385,Not sig
BraA05003593,5,5,1,0.005,0.005,0.005,0.110956751064984,9.51832530769087,Not sig
BraA05003594,0.005,0.005,1,12,13,7,0.0276435732990119,-4.98564470702293,Down
BraA05003595,2,1,2,0.005,0.005,1,0.0474224610005285,2.30757280191029,Up
BraA05003596,0.005,0.005,2,2,1,39,0.398037354579854,-4.38512192137456,Not sig
BraA05003597,194,190,179,249,290,209,0.113903261114437,-0.409903347807407,Not sig
BraA05003598,94,117,97,79,60,101,0.192344984644555,0.359895945086383,Not sig
BraA05003599,2.74,2.84,2.45,0.005,0.005,2.36,0.135239448956152,1.76051292861906,Not sig
BraA05003600,11,21,13,12,18,15,1,0,Not sig
BraA05003601,694,747,728,390,448,416,0.000188794500137024,0.790492704870235,Not sig
BraA05003602,14,11,13,13,23,19,0.183044459483663,-0.533432200081074,Not sig
BraA05003603,87,94,114,43,59,63,0.0150565581826374,0.838248930003388,Not sig
BraA05003604,54,75,65,12,24,28,0.00579985626375598,1.59991284218713,Up
BraA05003605,360,378,592,33,52,41,0.0321895524230649,3.39993060688864,Up
BraA05003606,151,166,212,61,100,91,0.0186127925091915,1.06984398861411,Up
BraA05003607,49,27,42,10,9,21,0.0362387548199893,1.56071495447448,Up
BraA05003608,96,76,84,133,124,180,0.0615622422998412,-0.771489469500598,Not sig
BraA05003609,15,16,11,18,14,18,0.259960039418346,-0.251538766995964,Not sig
BraA05003610,8,9,9,12,18,11,0.146504650923407,-0.657112286476991,Not sig
BraA05003611,200,317,297,38,26,69,0.015848242301119,2.61360254876506,Up
BraA05003612,191,208,149,503,783,606,0.027298366654959,-1.78766429037887,Down
BraA05003613,585,1059,428,1271,1287,1888,0.0467405083232164,-1.10148394534044,Down
BraA05003616,7,9,7,0.005,6,5,0.153130785680851,1.06347471594018,Not sig
BraA05003617,132,149,130,63,86,85,0.00416204300293653,0.812629864098278,Not sig
BraA05003618,30,37,29,40,56,34,0.220047482635804,-0.437405312307298,Not sig
BraA05003619,1,5,8,2,1,1,0.239888780722579,1.8073549220576,Not sig
BraA05003620,21,31,7,316,302,1098,0.170477189446762,-4.8621907881377,Not sig
BraA05003621,360,393,511,180,185,151,0.0270819850385839,1.29255349275385,Up
BraA05003622,28,45,25,51,83,43,0.151471216217655,-0.852895705967789,Not sig
BraA05003623,36,34,30,41,42,82,0.248539114422826,-0.722466024471091,Not sig
BraA05003625,34,28,36,23,41,68,0.478839069690097,-0.429684275243245,Not sig
BraA05003629,0.005,2,1,0.005,0.005,0.005,0.225662696077777,7.64625867999003,Not sig
BraA05003632,3.33,7.33,6.33,39,53.67,28.33,0.0389980073323894,-2.8322492898651,Down
BraA05003637,8,20,34,0.005,7,3,0.139567605411934,2.63154704825586,Not sig
BraA05003638,42,163,174,4,13,7,0.106926699833077,3.98109153744994,Not sig
BraA05003640,182,200,195,512,582,301,0.083432297837802,-1.27362189807107,Not sig
BraA05003641,2,1,3,6,5,7,0.00804989310083772,-1.58496250072116,Down
BraA05003642,431,566,547,487,451,657,0.836060457415423,-0.0468836713841514,Not sig
BraA05003643,25,58,72,5,1,8,0.0748379755332334,3.46876948321663,Not sig
BraA05003646,56,60,65,74,76,73,0.0234493275242813,-0.301054012837099,Not sig
BraA05003647,2,1,0.005,1,2,11,0.368160922404337,-2.21998993112114,Not sig
BraA05003648,90,106,123,90,85,130,0.800668088737919,0.0647471813146206,Not sig
BraA05003651,13,17,8,1,4,8,0.0686880252592788,1.54748779530249,Not sig
BraA05003652,1,0.005,3,0.005,0.005,0.005,0.270069503221121,8.06069593168755,Not sig
BraA05003653,218,360,226,316,395,467,0.120993308997283,-0.551072132651532,Not sig
BraA05003654,2,1,2,16,24,20,0.014049534529489,-3.58496250072116,Down
BraA05003655,11,14,12,17,21,12,0.232550309343357,-0.434402824145775,Not sig
BraA05003656,130,150,128,858,890,656,0.0113422180911385,-2.55879583873969,Down
BraA05003657,30,65,38,0.005,1,1,0.0539436518138705,6.05168019882099,Not sig
BraA05003658,0.005,0.005,0.005,2,0.005,1,0.225662696077777,-7.64625867999003,Not sig
BraA05003663,128,131,141,310,346,247,0.0266872901630004,-1.17472598770613,Down
BraA05003664,205,196,255,204,246,189,0.832216185730857,0.0378798836710892,Not sig
BraA05003665,44,56,50,34,22,31,0.0137419441629516,0.785875194647152,Not sig
BraA05003667,236,111,115,0.005,2,9,0.0664201285707641,5.39166180129923,Not sig
BraA05003668,0.005,3,1,0.005,1,1,0.537765807686465,0.99820000595379,Not sig
BraA05003669,3497.87,4647.7,5270.53,19,9,9,0.0132817497501088,8.50222436143617,Up
BraA05003672,0.005,0.005,0.005,1.3,1.28,1.5,0.00267618274583742,-8.08746284125034,Down
BraA05003674,62,76,61,70,86,96,0.133148422473387,-0.340655302956268,Not sig
BraA05003675,227,264,209,349.7,358.72,324.5,0.00730758215388673,-0.561301694145369,Not sig
BraA05003678,7,24,3,1,0.005,7,0.309755071750658,2.08656143850881,Not sig
BraA05003681,21,14,23,27,20,35,0.206228216025066,-0.499571009490512,Not sig
BraA05003682,364,378,367,831,856,896,0.000930344362482388,-1.21978827795629,Down
BraA05003683,1,1,0.005,0.005,0.005,1,0.518518518518518,0.989246943703126,Not sig
BraA05003687,1247,2215,2049,505,285,1581,0.109863597970823,1.2168184643505,Not sig
BraA05003688,23,13,14,24,24,144,0.358174224924652,-1.94110631094643,Not sig
BraA05003690,666,806,606,499,723,954,0.836285360528658,-0.0664829023461278,Not sig
BraA05003691,919,1288,1084,803,904,869,0.147176942672551,0.353393433009732,Not sig
BraA05003692,2,0.005,1,40,18,73,0.116156513137885,-5.44605801060099,Not sig
BraA05003693,77,214,106,2065,1239,1007,0.0533723908540496,-3.44081165003553,Not sig
BraA05003694,784,519,248,1127,968,5246,0.301495537959118,-2.24277791576446,Not sig
BraA05003701,445,620,613,741,867,657,0.0797107220507561,-0.432768334493774,Not sig
BraA05003702,21,30,24,12,23,23,0.28460373543158,0.370837695368309,Not sig
BraA05003705,166,249,156,196,267,318,0.205357656131134,-0.451831802779136,Not sig
BraA05003706,2,7,5,1,1,1,0.127643255710041,2.22239242133645,Not sig
BraA05003707,0.005,2,1,1,3,4,0.200376990048544,-1.41263500906354,Not sig
BraA05003708,14,16,21,13,12,22,0.74608214164048,0.117836490293858,Not sig
BraA05003710,721,964,715,54,82,203,0.00454460022352715,2.82367722735954,Up
BraA05003711,112.14,115.85,103.36,310.34,496.96,366.28,0.0361543516115226,-1.82448836558241,Down
BraA05003712,46.64,81.67,0.005,572.47,575.75,322.89,0.02606328963467,-3.51914338975626,Down
BraA05003713,61.31,69.3,80.21,22.09,45.6,60.5,0.116687125784124,0.717728015716823,Not sig
BraA05003714,10.69,32.7,34.79,27.91,18.4,30.5,0.960867848691127,0.0255054349928058,Not sig
BraA05003715,14.36,16.33,66,42.53,138.25,50.11,0.288986357943979,-1.25576709614875,Not sig
BraA05003716,60.86,103.15,65.64,53.66,72.04,55.72,0.357814192507567,0.340103274162588,Not sig
BraA05003717,0.005,0.005,0.005,1,0.005,1,0.183503419072274,-7.06249592573376,Not sig
BraA05003718,2409,2643,4037,112,103,205,0.0291320780964092,4.43566034035893,Up
BraA05003719,1227,886,1877,372,407,393,0.0837059304097586,1.76741617668746,Not sig
BraA05003721,16,19,9,63,83,96,0.0141597549408802,-2.4594316186373,Down
BraA05003722,220,295,259,332,391,385,0.0184321862426981,-0.517552409904778,Not sig
BraA05003723,25,36,32,44,72,88,0.09473082639019,-1.13326653086346,Not sig
BraA05003724,0.005,0.005,1,0.005,1,1,0.518518518518518,-0.989246943703125,Not sig
BraA05003725,0.005,0.005,1,0.005,1,1,0.518518518518518,-0.989246943703125,Not sig
BraA05003726,6,17,10,0.005,0.005,0.005,0.0758764630934825,11.103287808412,Not sig
BraA05003727,1,0.005,1,5,7,4,0.0228686397995098,-2.9963977633198,Down
