,TH-1,TH-2,TH-3,CK-1,CK-2,CK-3,pvalue,log2FC,UPDOWN
BraA06003557,11,10,9,19,14,28,0.125032477883246,-1.02384674195437,Not sig
BraA06003558,336,202,351,242,356,308,0.927089871623402,-0.0273276312164653,Not sig
BraA06003559,48,18,37,41,88,172,0.223254425094528,-1.54711914957648,Not sig
BraA06003560,10,7,10,8,5,15,0.923214238480543,-0.0524674198941357,Not sig
BraA06003562,388,289,332,319,473,407,0.308685046243905,-0.248905484307867,Not sig
BraA06003563,1169,993,1173,1060,1430,934,0.866502556432324,-0.0379959403291994,Not sig
BraA06003565,7,2,11,3,6,24,0.588336148025442,-0.722466024471091,Not sig
BraA06003567,14,15,18,21,8,4,0.461287483100833,0.510194732319184,Not sig
BraA06003578,39,29,30,36,36,64,0.306615372274571,-0.472752997135131,Not sig
BraA06003580,196,142,216,147,208,205,0.94959098478573,-0.0155408508957781,Not sig
BraA06003581,68,68,103,66,78,62,0.454862040230583,0.21436628079753,Not sig
BraA06003582,72,129,57,123,165,456,0.259402053361029,-1.52793155568478,Not sig
BraA06003583,513.69,382.74,410.62,660.5,861.2,1526.59,0.154029685017973,-1.22168582942792,Not sig
BraA06003587,1,2,0.005,0.005,0.005,17,0.496954862787386,-2.5009462449522,Not sig
BraA06003588,17,26,31,27,20,28,0.948687951098886,-0.0193653248669311,Not sig
BraA06003590,95,103,119,98,82,153,0.832130306923854,-0.0710393369318548,Not sig
BraA06003591,13,14,15,22,15,7,0.892361988145391,-0.0671141958585369,Not sig
BraA06003592,3,2,0.005,0.005,1,5,0.861337253592167,-0.262794176869641,Not sig
BraA06003593,54,53,60,64,63,76,0.0837398166971711,-0.281631624711124,Not sig
BraA06003596,0.005,0.005,0.005,1,0.005,3,0.270069503221121,-8.06069593168755,Not sig
BraA06003597,70,34,43,35,53,64,0.909544919155511,-0.048255168607221,Not sig
BraA06003598,3,4,4,3,3,3,0.183503419072274,0.289506617194985,Not sig
BraA06003599,16,6,15,21,20,31,0.0701145415536006,-0.960471635813362,Not sig
BraA06003601,627,683,879,592,514,466,0.0972917227569596,0.47767073692234,Not sig
BraA06003602,17,22,20,7,8,28,0.519507374703169,0.456378294659743,Not sig
BraA06003604,156,63,134,123,154,191,0.332564060195942,-0.406840346312224,Not sig
BraA06003605,29,54,21,85,65,85,0.027453959381015,-1.17607722842391,Down
BraA06003606,630,443,937,259,347,333,0.12680227076361,1.09799843841252,Not sig
BraA06003607,52,23,30,38,47,52,0.353774817350872,-0.383786565294404,Not sig
BraA06003609,22,12,12,16,21,29,0.257857289124305,-0.52083216330144,Not sig
BraA06003610,304,230,158,271,423,243,0.312836422364618,-0.437277010022462,Not sig
BraA06003611,9,5,6,9,8,31,0.339178751576954,-1.26303440583379,Not sig
BraA06003612,311,359,443,286,369,342,0.452864484018895,0.158788182943764,Not sig
BraA06003613,287,329,359,220,291,285,0.12589023529778,0.292633788093324,Not sig
BraA06003614,6,4,8,2,0.005,1,0.0316282679058111,2.58256001050585,Up
BraA06003615,38,39,73,31,22,80,0.806258333176383,0.173536254994691,Not sig
BraA06003616,5,0.005,6,4,5,6,0.553544092393376,-0.446803355491686,Not sig
BraA06003617,190,207,227,168,198,253,0.955185189292004,0.0116066196479835,Not sig
BraA06003618,5,44,7,29,15,14,0.964385130588312,-0.0506260730699678,Not sig
BraA06003621,165,32,49,106,51,344,0.457832778584665,-1.02615228785597,Not sig
BraA06003622,0.005,0.31,0.08,0.005,0.005,0.43,0.934130291607251,-0.155650870460195,Not sig
BraA06003625,78,137,152,42,43,40,0.0700164150260681,1.55385196818113,Not sig
BraA06003626,0.005,2,1,0.005,3,0.005,0.998931709794875,-0.00239849604851671,Not sig
BraA06003627,23,15,28,21,31,14,1,0,Not sig
BraA06003628,195,174,326,99,118,81,0.102055353774924,1.22170064714871,Not sig
BraA06003630,217,203,214,270,309,194,0.302960923304323,-0.28598557378544,Not sig
BraA06003632,26,29,46,18,23,31,0.269010379459351,0.488286481309482,Not sig
BraA06003634,0.005,0.005,0.005,1,1,9,0.303392465293716,-9.51832530769087,Not sig
BraA06003635,140,212,318,138,146,149,0.265779115237759,0.62979407061841,Not sig
BraA06003637,2,8,5,2,3,9,0.910909199203049,0.0995356735509144,Not sig
BraA06003638,10,7,5,7,7,25,0.446715001751219,-0.825970600224951,Not sig
BraA06003639,42,45,46,49,45,74,0.326798041747557,-0.337034987277571,Not sig
BraA06003643,70,73,70,74,65,101,0.493242146781416,-0.17218097538268,Not sig
BraA06003644,2,3,3,6,1,21,0.382772501331019,-1.8073549220576,Not sig
BraA06003650,26,32,38,44,48,36,0.0971901758722351,-0.415037499278844,Not sig
BraA06003651,269,215,273,243,249,227,0.576736746206135,0.074301529546434,Not sig
BraA06003652,1151,1232,1347,1307,1402,1265,0.315160947311033,-0.0914162421070701,Not sig
BraA06003653,1058,900,1184,892,1061,651,0.290407234574305,0.270953732128561,Not sig
BraA06003655,177,145,231,79,94,99,0.0578816918411017,1.02367282898437,Not sig
BraA06003656,238,199,324,191,211,263,0.504769192504064,0.194542113114994,Not sig
BraA06003658,31,30,31,35,35,55,0.240515069891619,-0.442222328605074,Not sig
BraA06003659,49,38,47,56,77,101,0.116336365978717,-0.804275529125632,Not sig
BraA06003660,31,15,38,13,21,25,0.356536172877138,0.509674373416919,Not sig
BraA06003661,10,10,3,14,13,12,0.142784449363874,-0.761840262805235,Not sig
BraA06003662,89,108,131,107,70,69,0.191958872467259,0.415037499278844,Not sig
BraA06003663,2,4,1,4,2,14,0.363513811605894,-1.51457317282976,Not sig
BraA06003664,19,27,14,15,21,21,0.830199831936573,0.0740005814437768,Not sig
BraA06003666,3,2,2,6,2,18,0.31819685255497,-1.89308479608349,Not sig
BraA06003668,9,13.5,19.5,10,7.5,3.5,0.136110611611576,1,Not sig
BraA06003669,9,13.5,19.5,10,7.5,3.5,0.136110611611576,1,Not sig
BraA06003670,42,11,32,14,37,18,0.670062008787713,0.300866479359533,Not sig
BraA06003671,28,41,40,36,51,58,0.206837818128626,-0.411724765238008,Not sig
BraA06003674,1,5,1,0.005,0.005,2,0.347198936516863,1.8001594206534,Not sig
BraA06003678,42,61,67,52,55,55,0.758216149366165,0.069540933253077,Not sig
BraA06003680,6,2,5,2,5,2,0.44330487975018,0.53051471669878,Not sig
BraA06003682,20,25,19,13,26,18,0.619674595673741,0.167109985835258,Not sig
BraA06003683,7,11,5,18,10,48,0.264791991360316,-1.72436555738657,Not sig
BraA06003684,3,1,3,2,1,3,0.725030184724861,0.222392421336448,Not sig
BraA06003685,5508,4851,7264,3817,4593,2285,0.0800943782994994,0.720523055643694,Not sig
BraA06003687,2,0.005,0.005,3,1,5,0.173049402331718,-2.16272950003811,Not sig
BraA06003688,0.005,0.005,0.005,1,0.005,1,0.183503419072274,-7.06249592573376,Not sig
BraA06003692,1,3,0.005,2,1,7,0.405645363905662,-1.32012585225338,Not sig
BraA06003693,8,7,6,4,7,7,0.446539023334613,0.222392421336448,Not sig
BraA06003694,21,5,2,8,16,19,0.510464693774738,-0.618909832644494,Not sig
BraA06003696,87,84,67,101,127,124,0.0238311518313368,-0.564613855329354,Not sig
BraA06003697,597,495,669,619,592,450,0.670717416105803,0.0843428358688323,Not sig
BraA06003698,66,155,96,58,79,57,0.253710476134825,0.70842618795228,Not sig
BraA06003699,642,346,678,419,378,367,0.251029804626762,0.517297342457264,Not sig
BraA06003700,3,0.005,1,5,4,2,0.134702267351331,-1.45762937600331,Not sig
BraA06003701,65,40,68,36,57,52,0.44498815826277,0.25471913762179,Not sig
BraA06003704,1003,858,1136,961,1016,796,0.513816550667468,0.112071467474096,Not sig
BraA06003705,50,43,53,45,44,46,0.34091050688604,0.113008961829186,Not sig
BraA06003706,4.74,3.11,10,10,0.005,19.44,0.571906508669767,-0.722098599270865,Not sig
BraA06003710,2,0.005,2,2,3,1,0.492979585494455,-0.583160258087171,Not sig
BraA06003711,35,33,8,31,20,63,0.466999091339023,-0.584962500721156,Not sig
BraA06003712,3,2,5,5,5,9,0.144658644847204,-0.925999418556223,Not sig
BraA06003713,86,76,90,74,81,97,1,0,Not sig
BraA06003714,4,1,0.005,0.005,4,15,0.409031543011834,-1.92493705102597,Not sig
BraA06003716,35,43,36,50,55,81,0.121824762585742,-0.70626879694329,Not sig
BraA06003717,284,289,437,255,315,197,0.261544118255433,0.397056810136224,Not sig
BraA06003718,4,1,5,12,1,1,0.757418042853313,-0.485426827170242,Not sig
BraA06003719,128,136,94,145,153,157,0.120066864894732,-0.345906957821802,Not sig
BraA06003721,2,0.005,0.005,1,3,4,0.150333856682405,-1.9928044985958,Not sig
BraA06003722,10,11,6,13,11,32,0.283333972274379,-1.05246741989414,Not sig
BraA06003723,161,105,105,119,177,198,0.248478461449641,-0.413091854963874,Not sig
BraA06003724,18,47,10,23,19,75,0.552545730433201,-0.641546029087524,Not sig
BraA06003726,2,8,9,2,3,17,0.863571207330174,-0.211504105193712,Not sig
BraA06003727,7,0.005,1.58,0.005,3.35,0.005,0.519090203229805,1.35335690122337,Not sig
BraA06003729,787,606,856,607,813,788,0.896827058961731,0.0265434889996478,Not sig
BraA06003730,62,65,73,73,74,95,0.180441594306373,-0.27500704749987,Not sig
BraA06003731,24,13,10,23,18,11,0.777438968664258,-0.145850866463455,Not sig
BraA06003732,103,90,92,96,102,80,0.780126588191521,0.0358770363285964,Not sig
BraA06003733,3,5,11,4,5,13,0.802072036818996,-0.211504105193712,Not sig
BraA06003734,5,17,9,17,11,51,0.326926119582202,-1.34958443779023,Not sig
BraA06003735,51,86,54,119,64,83,0.279627831680168,-0.477853607465441,Not sig
BraA06003736,13,18,9,11,16,41,0.422918710731033,-0.765534746362977,Not sig
BraA06003738,27,10,30,14,30,38,0.623737346049849,-0.291462814160311,Not sig
BraA06003739,5,7,8,9,18,49,0.262914260568618,-1.92599941855622,Not sig
BraA06003740,113,80,105,95,105,125,0.535841801896737,-0.125127387453655,Not sig
BraA06003741,527.6,419.09,641.16,463.24,237.65,208.97,0.0962590208209372,0.803358151058137,Not sig
BraA06003743,11.4,0.005,10.11,4,7.01,9.03,0.908363941853358,0.102460331753101,Not sig
BraA06003744,12,37.91,24.73,26.76,7.34,9,0.342386023940744,0.792261116875298,Not sig
BraA06003745,18,25,18,35,19,9,0.939510590344496,-0.0465425859370304,Not sig
BraA06003746,0.005,3,0.005,2,0.005,3,0.643970653467018,-0.733606582076291,Not sig
BraA06003748,20,19,26,15,43,50,0.310872544266297,-0.732519689135014,Not sig
BraA06003749,202,277,252,276,173,270,0.925859743933036,0.0238796355131394,Not sig
BraA06003750,90,131,119,107,81,84,0.20722282375072,0.321928094887362,Not sig
BraA06003755,104,64,104,58,89,108.25,0.792055723279432,0.091695690372538,Not sig
BraA06003756,29,22,29,34,40,32,0.0609231017656222,-0.405992359675837,Not sig
BraA06003757,21,25,31,27,35,36,0.160506357488287,-0.347923303420307,Not sig
BraA06003758,1,0.005,1,0.005,0.005,0.005,0.183503419072274,7.06249592573376,Not sig
BraA06003762,863,832,900,777,762,229,0.264950724068902,0.553616263853811,Not sig
BraA06003763,121,154,140,105,121,131,0.191838550284515,0.217187262205188,Not sig
BraA06003764,4,2,1,0.005,1,7,0.897093707213914,-0.193546480683928,Not sig
BraA06003767,59,16,58,39,67,63,0.518389133221162,-0.345597000780995,Not sig
BraA06003768,252,238,228,276,292,262,0.0303795152317621,-0.209127492411236,Not sig
BraA06003773,13,23,7,34,25,77,0.186151753650534,-1.66119808654824,Not sig
BraA06003776,97,96,123,75,80,124,0.537920354947205,0.179659436347915,Not sig
BraA06003778,409,297,345,371.99,382,294,0.982417756097006,0.004137718664461,Not sig
BraA06003779,107,96,116,136,107,94,0.692583088590266,-0.079192167416989,Not sig
BraA06003780,0.005,0.005,0.005,1,4,2,0.118503908908971,-8.86624861111117,Not sig
BraA06003781,0.005,0.005,0.005,3,0.005,1,0.270069503221121,-8.06069593168755,Not sig
BraA06003786,60,31,38.74,40.61,52,118.08,0.383634843519308,-0.699498497075972,Not sig
BraA06003787,0.005,0.005,1.26,0.39,0.005,0.92,0.977540864551316,-0.0502343025201366,Not sig
BraA06003789,190,83,87.94,112,164,394.79,0.360696930810365,-0.894102147585867,Not sig
BraA06003790,1,2,0.005,2,0.005,3,0.565845412149565,-0.736005078124808,Not sig
BraA06003791,6,1,1,3,1,4,1,0,Not sig
BraA06003793,0.005,0.005,2,0.005,1,1,0.998354115264088,0.00359326472400825,Not sig
BraA06003798,723,693,655,740,793,622,0.646403218121921,-0.0573603157559486,Not sig
BraA06003799,278,210,319,243,230,243,0.441098417955737,0.172609086013524,Not sig
BraA06003801,170,136,117,140,162,233,0.325547032010161,-0.33888122816856,Not sig
BraA06003803,15,20,16,10,15,22,0.750911681532269,0.117836490293858,Not sig
BraA06003804,1,1,0.005,1,2,0.005,0.648507896794981,-0.583762754256265,Not sig
BraA06003805,1985,1763,2236,1675,2307,1922,0.913385706284843,0.0194174538272406,Not sig
BraA06003807,88,74,100,86,135,116.41,0.216352151180766,-0.364935920418228,Not sig
BraA06003808,37,28,36,16,17,45,0.509690967225423,0.372809263889546,Not sig
BraA06003810,77.56,81.13,174.11,75.31,146.54,141.76,0.806859458712023,-0.127736443588829,Not sig
BraA06003811,17,13,16,24,20,33,0.104149555109622,-0.743224584637889,Not sig
BraA06003812,27,24,22,24,21,27,0.890121389371221,0.0198995574377048,Not sig
BraA06003813,8,9,4,12,19,34,0.146048396067938,-1.63005039024969,Not sig
BraA06003814,8,5,4,7,10,14,0.134960900374424,-0.866733469136536,Not sig
BraA06003815,589,518,629,682,798,490,0.484234470101153,-0.182428681899259,Not sig
BraA06003816,60,74,88,183,114,190,0.055834014605696,-1.13336209573224,Not sig
BraA06003819,69,70,73,43,51,63,0.0818649826169618,0.433299705671572,Not sig
BraA06003820,0.005,0.5,0.5,0.005,0.5,0.005,0.518518518518518,0.978626349207433,Not sig
BraA06003822,14.22,23.56,21.15,17.04,17.04,10,0.248884783336798,0.418878042280449,Not sig
BraA06003826,9,9,1,0.005,10,23,0.567477962270015,-0.796685179514391,Not sig
BraA06003827,2239.69,1377,2199,1590,2346.92,2272.42,0.741241886437906,-0.0944895606131,Not sig
BraA06003828,360,359,416,398,589,374,0.384716531244267,-0.261974769325717,Not sig
BraA06003829,29,13,24,32,42,55,0.0684880651256129,-0.966833136064801,Not sig
BraA06003830,15,19,25,8,23,59,0.567373634050007,-0.609210046967833,Not sig
BraA06003831,213,192,218,193,235,197,0.968345938590565,-0.00462402652544766,Not sig
BraA06003832,72,73,69,54,84,75,0.973623706974482,0.00675736617530848,Not sig
BraA06003833,98,72,116,94,91,171,0.483517677473909,-0.315862094188008,Not sig
BraA06003834,187,178,184,164,158,125,0.100959767349343,0.296531317821881,Not sig
BraA06003835,241,252,280,271,259,131,0.495743165205348,0.225818142417156,Not sig
BraA06003836,3,1,0.005,3,0.005,2,0.802173438022254,-0.321567826427283,Not sig
BraA06003837,96,72,105,86,82,81,0.503021129254507,0.132755208851772,Not sig
BraA06003838,207,222,215,291,225,148,0.886980894725044,-0.0441225532323078,Not sig
BraA06003839,0.005,1,1,0.005,2,0.005,0.998354115264088,-0.00359326472400838,Not sig
BraA06003841,1,1,0.005,0.005,0.005,0.005,0.183503419072274,7.06249592573376,Not sig
BraA06003843,32,42,36,31,39,40,1,0,Not sig
BraA06003850,160,119,151,143,184,187,0.213272536123627,-0.257431699604418,Not sig
BraA06003851,5,5,5,9,5,11,0.199359230974564,-0.736965594166206,Not sig
BraA06003852,38,21,20,39,57,68,0.0581089490672477,-1.05377125644098,Not sig
BraA06003853,113,107,66,164,189,307,0.0934588601238617,-1.20645087746743,Not sig
BraA06003854,34,16,4,29,13,53,0.404031498216661,-0.814968106167479,Not sig
BraA06003855,68,38,49,73,59,126,0.229107229132739,-0.735102850149017,Not sig
BraA06003856,209,257,254,173,159,112,0.0198730820313596,0.697437229979569,Not sig
BraA06003857,68,95,80,64,66,71,0.209644259338069,0.273760812426852,Not sig
BraA06003858,6,4,7,8,14,19,0.119505104126401,-1.27008916336774,Not sig
BraA06003859,7,6,14,9,11,11,0.653913030695657,-0.199308808223407,Not sig
BraA06003860,41,18,45,26,42,16,0.587846230228302,0.308122295362332,Not sig
BraA06003863,1502,1504,2427,1345,1447,814,0.18331632900671,0.591349650238982,Not sig
BraA06003864,399,302,398,297,466,429,0.640390794774062,-0.11719284951293,Not sig
BraA06003866,21,21,37,33,26,36,0.443978439148178,-0.266074860153845,Not sig
BraA06003867,212,212,210,182,294,318,0.331091750356977,-0.32465616700355,Not sig
BraA06003871,92,86,118,98,128,80,0.855995634636288,-0.047934477063702,Not sig
BraA06003872,63,38,35,70,61,186,0.270273807357223,-1.22087618888907,Not sig
BraA06003873,287,223.74,260,235,311,460,0.357585516046133,-0.384314133887129,Not sig
BraA06003874,87,73,89,63,87,85,0.642300849721012,0.0834849855030813,Not sig
BraA06003875,52,26,32,45,68,61,0.110899513202875,-0.661583782324069,Not sig
BraA06003876,1,0.005,0.005,0.005,2,2,0.27349960780031,-1.98744694965692,Not sig
BraA06003877,129,92,139,106,148,166,0.432231348939519,-0.222392421336448,Not sig
BraA06003878,0.005,2,0.005,6,0.005,1,0.471121739548061,-1.80118954925189,Not sig
BraA06003885,0.005,0.005,0.005,3,1,3,0.0731069712943862,-8.86624861111117,Not sig
BraA06003886,9,2.5,4.5,6.5,10.5,9.5,0.210738141398433,-0.727920454563199,Not sig
BraA06003888,26,14,11,22,7,9,0.54535854458054,0.42449782852791,Not sig
BraA06003889,89,106,125,68,107,52,0.197144400506618,0.495379607596447,Not sig
BraA06003890,0.005,3,1,0.005,0.005,1,0.378566668196023,1.98744694965692,Not sig
BraA06003893,15,6,17,20,17,31,0.143325258284733,-0.839535327806754,Not sig
BraA06003895,13,18,21,19,11,4,0.308125297708107,0.612976876890753,Not sig
BraA06003896,54,30,40,60,65,161,0.23903988487206,-1.20567502639151,Not sig
BraA06003897,10,15,24,9,12,7,0.223520803027706,0.807354922057604,Not sig
BraA06003898,3,4,6,6,4,3,1,0,Not sig
BraA06003900,11,8,6,13,7,12,0.381226962528606,-0.356143810225275,Not sig
BraA06003901,44,42,28,43,57,80,0.16713139863761,-0.658963082164933,Not sig
BraA06003902,153,99,120,135,168,300,0.262671666676357,-0.696855380792053,Not sig
BraA06003903,505,449,523,467,543,440,0.825688094256583,0.0266169258624924,Not sig
BraA06003904,283,318,370,296,350,332,0.942106208332066,-0.0103631695330415,Not sig
BraA06003906,58,34,57,45,80,47,0.6114040328506,-0.207096234239937,Not sig
BraA06003910,23,16,14,5,23,24,0.963972983012135,0.0274807364221072,Not sig
BraA06003911,42,22,15,43,39,30,0.310818422870091,-0.503574173880501,Not sig
BraA06003913,4,4,4,2,2,1,0.0198039411803931,1.26303440583379,Up
BraA06003915,236,239,238,247,257,223,0.689585020718142,-0.0280532874757064,Not sig
BraA06003918,274,257,309,214,262,237,0.110377402427004,0.236487251222235,Not sig
BraA06003919,2,2,0.005,0.005,3,1,1,0,Not sig
BraA06003920,7,6,4,6,4,10,0.647660033752257,-0.234465253637023,Not sig
BraA06003921,127,117,142,115,153,132,0.743633878350976,-0.0513991525066445,Not sig
BraA06003922,48,57,83,53,37,108,0.898302530994473,-0.0747677684019722,Not sig
BraA06003923,95,76,86,79,80,106,0.812672540767202,-0.0442240002566832,Not sig
BraA06003924,7,8,2,4,2,2,0.242575240833702,1.08746284125034,Not sig
BraA06003926,104,87,113,84,121,119,0.667932701136604,-0.0919224894410393,Not sig
BraA06003927,275,235,281,220,304,149,0.477980278173719,0.233071189862475,Not sig
BraA06003928,3,4,0.005,2,2,27,0.43893922063642,-2.14581125973078,Not sig
BraA06003929,0.005,2,0.005,1,0.005,9,0.450003759646316,-2.31545376072681,Not sig
BraA06003936,14,9,23,9,3,16,0.341503661433227,0.716207033999409,Not sig
BraA06003937,86,59,99,95,99,122,0.180130187270502,-0.373043410614217,Not sig
BraA06003946,61,54,73,49,59,64,0.495564297257912,0.128324096975539,Not sig
BraA06003947,21,32,24,20,32,61,0.430469046570644,-0.553392421720286,Not sig
BraA06003948,126,107,115,109,156,155,0.257880702986176,-0.271302021817394,Not sig
BraA06003951,4,1,0.005,1,1,0.005,0.496547928004105,1.31976783238107,Not sig
BraA06003953,7,6,10,6,4,1,0.103616899417222,1.06413033741972,Not sig
BraA06003954,11,11,33,16,14,9,0.547702755803107,0.495957494662411,Not sig
BraA06003955,20,16,6,17,28,43,0.169462812406043,-1.06711419585854,Not sig
BraA06003956,118,116,172,97,100,56,0.0970294621087621,0.682342342490866,Not sig
BraA06003957,169,150,118,171.46,243,212,0.0748944975217029,-0.519589115465409,Not sig
BraA06003958,62,22,77,33,64,44,0.744949725134879,0.191365525715823,Not sig
BraA06003960,9,7,2,24,17,28,0.0159936183855831,-1.93859945533586,Down
BraA06003962,72,100,118,105,97,76,0.816120203137196,0.060968017291427,Not sig
