	TH-1	TH-2	TH-3	T-1	T-2	T-3	pvalue	log2FC	UPDOWN
BraA01000140	0.005	11.96	2.54	0.005	0.64	0.005	0.331783702531914	4.47996676716954	Not sig
BraA01000143	124	69.04	89.46	4	17.36	6.66	0.0278002150464716	3.33372200664646	Up
BraA01000144	4	2	4	1	4	2	0.420396020146228	0.514573172829758	Not sig
BraA01000145	29	9	16	337	383	470	0.00922698688030732	-4.46185835603184	Down
BraA01000146	25	22	19	628	713	685	0.00139740533660433	-4.94002433944268	Down
BraA01000147	4	3	4	1	1	0.005	0.00310345204223131	2.4558293819571	Up
BraA01000149	2665	2213	1698	643	1066	453	0.0161807370301966	1.60484377594703	Up
BraA01000150	48	48	33	266	345	392	0.0142523833340098	-2.95887863518893	Down
BraA01000151	25	23	10	26	33	24	0.217008340478554	-0.517058436219353	Not sig
BraA01000153	685	463	670	349	428	419	0.0885597327345306	0.604134809996002	Not sig
BraA01000154	116	76	110	100	160	103	0.437550187750028	-0.265420998670672	Not sig
BraA01000155	422	382	528	509	597	551	0.114732060435577	-0.31497952015019	Not sig
BraA01000156	354	329	333	389	403	407	0.00431229440666091	-0.238931256642058	Not sig
BraA01000157	23	22	21	43	36	30	0.0592241890850885	-0.723790205418473	Not sig
BraA01000159	28	5	6	206	170	194	0.000311494495610278	-3.86941589018986	Down
BraA01000160	0.005	0.005	0.005	91.29	55.59	15.26	0.132985133932621	-13.3999899270112	Not sig
BraA01000161	0.005	0.005	0.005	377.71	200.41	99.74	0.108647049311448	-15.463737219798	Not sig
BraA01000163	390	528	172	287	229	352	0.557257849767509	0.328561187219809	Not sig
BraA01000164	2	2	2	107	105	56	0.0345830584604696	-5.48112668973662	Down
BraA01000165	665	455	203	14	22	8	0.0855672401604806	4.91016572764138	Not sig
BraA01000166	0.005	0.005	0.005	162	179	206	0.00490036245437437	-15.1542907118461	Down
BraA01000167	12	9	2	0.005	3.06	0.005	0.143481759965117	2.90532330046156	Not sig
BraA01000170	261	219	295	90	125	117	0.0101552086300353	1.22301306881467	Up
BraA01000171	18	17	28	131	190	222	0.0249840072347127	-3.10752846430444	Down
BraA01000172	0.005	0.005	1	1	1	0.005	0.518518518518518	-0.989246943703125	Not sig
BraA01000174	394	413	344	1115	1204	1648	0.0279100520385309	-1.78516056401305	Down
BraA01000176	158	191	150	226	255	454	0.176397384598542	-0.905926549437738	Not sig
BraA01000178	13	5	12	39	44	29	0.0108076791020653	-1.90046432644909	Down
BraA01000179	20	12	53	4	11	1	0.203602215046111	2.4093909361377	Not sig
BraA01000180	272	213	318	126	170	125	0.0346923250611294	0.931579754450918	Not sig
BraA01000181	31	27	42	20	14	14	0.0439429739876537	1.05889368905357	Up
BraA01000185	91	60	149	142	183	171	0.113194289328209	-0.725377619890994	Not sig
BraA01000186	3	2	0.005	1	1	2	0.749172221850112	0.323370069061269	Not sig
BraA01000189	349	331	273	460	521	503	0.00443126056285465	-0.638942972710861	Not sig
BraA01000190	40	28	36	465	471	483	1.37507321447363e-06	-3.77021915591946	Down
BraA01000191	49	52	44	151	202	208	0.0153608125046531	-1.95194787059386	Down
BraA01000195	0.005	1	1	33	11	8	0.168545529408761	-4.6968374814609	Not sig
BraA01000196	65	42	68	115	122	139	0.00375496824369955	-1.10337773984531	Down
BraA01000197	13	7	5	7	5	3	0.303341912137219	0.736965594166206	Not sig
BraA01000199	71	41	71	29	34	30	0.0922225243884628	0.976541027176011	Not sig
BraA01000200	86	67	67	53	71	47	0.165191290353358	0.363507198638762	Not sig
BraA01000201	0.005	2	0.005	5	5	4	0.0132316304208575	-2.8001594206534	Down
BraA01000202	115	131	142	85	92	65	0.0124708999589282	0.681049604912533	Not sig
BraA01000203	159	28	55	705	423	637	0.0142331714219522	-2.86658923088395	Down
BraA01000205	10	4	8	9	9	13	0.251270618822825	-0.494764691749578	Not sig
BraA01000206	148	103	137	68	62	74	0.0384502950458147	0.927487500215632	Not sig
BraA01000207	55	66	40	270	397	425	0.0206607428399211	-2.76184026280524	Down
BraA01000210	2	1	9	3	10	10	0.345841916363568	-0.938599455335857	Not sig
BraA01000211	178	169	164	63	76	81	0.000207321139165928	1.21581976741296	Up
BraA01000212	76	58	49	286	370	408	0.0117291918516348	-2.53958259721715	Down
BraA01000213	439	291	254	817	1297	765	0.0530578449265817	-1.54883756822419	Not sig
BraA01000214	45	55	125	0.005	3	1	0.0994013261993361	5.81197894858305	Not sig
BraA01000215	79	72	93	277	375	467	0.0322297150732846	-2.19725698341351	Down
BraA01000216	6	88	13	12	7	6	0.407045972648128	2.09761079662642	Not sig
BraA01000217	5	7	11	16	21	16	0.0146988060754678	-1.20435849850619	Down
BraA01000218	2898	2338	2734	256	353	376	0.00363019560567176	3.0163840945341	Up
BraA01000221	251	190	353	166	155	182	0.175152714685848	0.658580607337431	Not sig
BraA01000222	1	0.005	0.005	2	0.005	1	0.386643207845422	-1.57300969795939	Not sig
BraA01000223	159	128	121	122	128	132	0.538898421015416	0.0949965139357469	Not sig
BraA01000224	3	4	4	3	5	3	1	0	Not sig
BraA01000225	129	120	149	293	227	254	0.0117419055638661	-0.959565135600762	Not sig
BraA01000227	21	17	14	48	82	68	0.0342197557084822	-1.92891690193852	Down
BraA01000229	244	223	248	156	203	143	0.0439802446613552	0.51025587771498	Not sig
BraA01000230	2	1	0.005	15	18	6	0.0761688758720475	-3.69803722792579	Not sig
BraA01000232	12	15	55	5	8	6	0.268700593075464	2.1096244911745	Not sig
BraA01000234	40	48	31	5	11	4	0.0109992351031708	2.57288966842058	Up
BraA01000236	53	35	91	45	35	62	0.550488307859231	0.334068657759574	Not sig
BraA01000237	80	41	51	595	763	925	0.0166788245758827	-3.7304503895226	Down
BraA01000238	509	532	687	143	151	138	0.0159854650459934	2	Up
BraA01000239	133	138	183	31	49	64	0.00899452876867016	1.6566234858486	Up
BraA01000240	8	1	11	1	3	1	0.229955866904977	2	Not sig
BraA01000241	20	6	22	0.005	1	0.005	0.0889636952460438	5.57060720774409	Not sig
BraA01000242	72	31	83	43	39	44	0.333320993587679	0.561878887608115	Not sig
BraA01000243	16	24	22	22	15	22	0.780190392169398	0.0715532610250341	Not sig
BraA01000244	1	0.005	1	0.005	1	1	1	0	Not sig
BraA01000245	536.76	358.69	710.51	58.99	47.98	21.9	0.038640733426828	3.63944760080838	Up
BraA01000246	99.04	62.4	135.24	17	8.51	7.05	0.0498409134961164	3.1877350694106	Up
BraA01000247	38	50	45	54	58	78	0.108312734264758	-0.514573172829758	Not sig
BraA01000248	152.17	111.51	232	14	16	9	0.0495764551386069	3.6678630201526	Up
BraA01000249	99.04	62.4	135.24	17	8.51	7.05	0.0498409134961164	3.1877350694106	Up
BraA01000250	14	7	29	7	3	13	0.301544319809454	1.12029423371771	Not sig
BraA01000251	332	244	281	403	579	644	0.0574768857591312	-0.923960147962528	Not sig
BraA01000252	9	4	3	31	36	24	0.00753738687802236	-2.5077946401987	Down
BraA01000253	323	252	253	1090	1052	1251	0.00198481480713231	-2.03485875721165	Down
BraA01000254	166	128	144	203	239	217	0.00841795416235085	-0.589347595406878	Not sig
BraA01000255	13	6	13	1	1	1	0.0536207669109855	3.41503749927884	Not sig
BraA01000256	68	45	55	102	159	165	0.0394378992866177	-1.34239219744708	Down
BraA01000257	0.005	0.005	0.005	14	12	18	0.0141658799290588	-11.5183253076909	Down
BraA01000258	196	210	159	644	552	677	0.00292661925549124	-1.7290281269405	Down
BraA01000259	240	216	269	194	225	205	0.147973481886129	0.216434966040048	Not sig
BraA01000260	220	180	185	218	209	229	0.192166366929917	-0.165259190147317	Not sig
BraA01000261	549	183	359	240	242	119	0.25874100436948	0.860214205612422	Not sig
BraA01000262	4	8	2	8	8	7	0.22830594035322	-0.716207033999409	Not sig
BraA01000263	18	15	9	38	52	56	0.0117400742546449	-1.79750713610126	Down
BraA01000264	158	148	184	122	119	132	0.0543859580923803	0.393606118747333	Not sig
BraA01000265	696	633	804	223	345	258	0.00297122264514621	1.36867027892113	Up
BraA01000266	213	63	104	261	145	256	0.186052550994946	-0.80083179847627	Not sig
BraA01000267	0.005	0.005	0.005	3	2	4	0.0352098855128141	-9.22881869049588	Down
BraA01000269	32	21	33	51	90	70	0.0535736946986756	-1.29483443400509	Not sig
BraA01000270	3	4	3	0.005	1	1	0.0047804128220429	2.31832585820717	Up
BraA01000271	362.38	349.66	496.41	241.27	268.82	279.2	0.0893970892078882	0.614530406312452	Not sig
BraA01000273	74.62	76.34	82.59	59.73	70.18	67.8	0.043462512160374	0.240345601963998	Not sig
BraA01000275	4	17	8	20	16	17	0.164301065968292	-0.869939459435627	Not sig
BraA01000276	4	2	3	19	60	63	0.088776559694414	-3.97982211806237	Not sig
BraA01000277	313	295	431	61	70	69	0.0220727133820053	2.37712374912949	Up
BraA01000278	40	18	33	9	13	3	0.0594709238053145	1.86393845042397	Not sig
BraA01000279	99	73	94	80	91	83	0.677751560181629	0.0665977487290236	Not sig
BraA01000281	27	32	21	19	26	16	0.219125989007199	0.391190757324476	Not sig
BraA01000282	102	49	62	90	128	89	0.203815662681163	-0.527385225144341	Not sig
BraA01000283	13	22	32	0.005	2	5	0.0593861546795552	3.25770413980168	Not sig
BraA01000284	434	457	473	136	160	134	4.74498636898506e-05	1.66543507943471	Up
BraA01000285	183	108	173	127	143	87	0.290281389534295	0.378200731098472	Not sig
BraA01000286	178	209	177	50	44	48	0.00457886377958114	1.98980423289411	Up
BraA01000287	345	307	330	186	194	145	0.00182387150509754	0.903405601761208	Not sig
BraA01000288	202	175	312	24	17	15	0.0367489292582233	3.62100525064669	Up
BraA01000289	3913.52	3350.56	3720	1839	2512	1607	0.0103898768399977	0.882514009470674	Not sig
BraA01000294	21	23	22	103	117	98	0.00422764772203751	-2.2684888359259	Down
BraA01000295	36	30	41	34	23	32	0.266093979306914	0.265733555434749	Not sig
BraA01000296	102	21	12	58	74	110	0.350925303379527	-0.842047640223764	Not sig
BraA01000297	32	26	30	72	88	111	0.0302275851029435	-1.62271742271657	Down
BraA01000299	2.01	0.005	1.9	0.005	2.49	1.78	0.90897177649309	-0.12691211248222	Not sig
BraA01000300	113	44	72	91	115	121	0.240945552647593	-0.513943037401139	Not sig
BraA01000301	303.99	270	398.1	115	112.51	73.22	0.0188679170820467	1.69262109612985	Up
BraA01000304	0.005	0.005	1	2	0.005	4	0.283147152414743	-2.57180895295384	Not sig
BraA01000307	62	50	63.85	12	19	21	0.00259435355288589	1.75776180659685	Up
BraA01000308	4	2	7	3	4	3	0.565625180174333	0.37851162325373	Not sig
BraA01000310	107	86	131	101	123	83	0.76121446422278	0.0777551575144454	Not sig
BraA01000311	63	48	50	49	34	35	0.100989125797736	0.448273828752776	Not sig
BraA01000312	25	37	42	20	26	35	0.315468126228593	0.360589715256467	Not sig
BraA01000313	1	1	0.005	4	3	0.005	0.29751499729226	-1.8047828139759	Not sig
BraA01000314	1	0.005	2	13	3	6	0.16180457035613	-2.87206662770084	Not sig
BraA01000315	51	33	53	24	23	20	0.0622843826780681	1.03194289250275	Not sig
BraA01000316	9	6	11	18	15	15	0.0181307968710783	-0.884522782580064	Not sig
BraA01000317	310	333	491	111	155	118	0.0416494426589237	1.56224242422107	Up
BraA01000318	3725.61	3745	4228.64	798	953	976	0.0012727909313951	2.10102944102728	Up
BraA01000319	21	16	14	19	20	19	0.378863289446843	-0.185555653156076	Not sig
BraA01000321	2.39	0.005	2.36	0.005	0.005	0.005	0.183519772061609	8.30833903013941	Not sig
BraA01000324	138	135	153.82	127	169	163	0.513398977943515	-0.104866373857282	Not sig
BraA01000325	5	10	6	8	6	5	0.72914857760264	0.144389909335175	Not sig
BraA01000326	46	41	28	7	15	3	0.0134140343306716	2.20163386116965	Up
BraA01000327	1557	1556	2412	46	70	40	0.0243627320688859	5.14635653030391	Up
BraA01000329	125	123	143	336	359	345	2.0082536033737e-05	-1.4113430157211	Down
BraA01000330	329	195	208	127	120	123	0.105255849733157	0.98431837776773	Not sig
BraA01000331	15	18	31	33	35	31	0.134218634589606	-0.62935662007961	Not sig
BraA01000332	10	11	6	35	53	55	0.021132310728974	-2.40498383461492	Down
BraA01000333	863	818	863	745	961	986	0.587510946781937	-0.0815797393259618	Not sig
BraA01000334	416	357	371	968	960	1174	0.00812421202414493	-1.4391116342577	Down
BraA01000335	3	3	2	128	127	149	0.00288881897109696	-5.65821148275179	Down
BraA01000336	7	3	6	12	19	18	0.0200888376686658	-1.61470984411521	Down
BraA01000338	14	14	9	131	195	179	0.0143254111943587	-3.77068621201021	Down
BraA01000339	473	391	481	283	359	332	0.0299667457426041	0.465612495361644	Not sig
BraA01000340	227	249	223	194	206	226	0.121500731701346	0.159129798442818	Not sig
BraA01000341	133	81	119	112	205	145	0.258917363168228	-0.472370674344795	Not sig
BraA01000342	484	360	483	190	287	229	0.018353998876051	0.910428282099013	Not sig
BraA01000348	240	181	134	318	310	396	0.0195417814249077	-0.883656038762532	Not sig
BraA01000349	1	0.005	0.005	0.005	2	2	0.27349960780031	-1.98744694965692	Not sig
BraA01000351	0.005	0.005	0.005	5	15	70	0.275991229265707	-12.5507467853832	Not sig
BraA01000352	53	70	48	89	103	104	0.00909889827315841	-0.791600850743052	Not sig
BraA01000353	10	12	5	9	11	8	0.893108119555996	-0.0524674198941357	Not sig
BraA01000355	17	31	25	7	16	5	0.0486106379174853	1.38246963682241	Up
BraA01000356	166	126	118	186	192	194	0.0644868587374616	-0.480391237272943	Not sig
BraA01000357	263	214	241	61	52	56	0.00476694498866106	2.08696059754087	Up
BraA01000358	17	32	19	36	66	56	0.0563438591750957	-1.21631790692676	Not sig
BraA01000359	51	68	52	47	53	48	0.2969277520666	0.208399149256948	Not sig
BraA01000361	2.44	0.005	17.63	7.07	3.78	15	0.782972914493154	-0.36476429279762	Not sig
BraA01000363	7.56	6	2.37	3.93	13.22	0.005	0.929694650304019	-0.106882859032345	Not sig
BraA01000364	50	41	74	2	2	0.005	0.0315754609752895	5.36451997161183	Up
BraA01000365	9	2	1	17	35	18	0.0634556789473337	-2.54432051622381	Not sig
BraA01000366	95	107	115	87	76	78	0.0290039557006493	0.395449693909446	Not sig
BraA01000367	5756	7520	7677	172	114	277	0.00782191522205529	5.21787808777883	Up
BraA01000368	1	2	2	1	0.005	0.005	0.0474224610005285	2.30757280191029	Up
BraA01000369	394.92	291	477	133	154	122	0.0394380845357042	1.50757910556239	Up
BraA01000370	1435	1387	1389	621	524	512	0.000307320172615644	1.34558927294764	Up
BraA01000371	0.005	2	5	0.005	0.005	0.005	0.249687889539567	8.86727873970966	Not sig
BraA01000372	2492	1730	2626	954	883	528	0.018893295679896	1.53384251817439	Up
BraA01000373	195	65	114	123	86	76	0.525267454984167	0.392076350835533	Not sig
BraA01000375	22	4	16	484	579	744	0.01589696109286	-5.42706336808584	Down
BraA01000376	2	0.005	0.005	0.005	1	2	0.725680205813053	-0.580169489532257	Not sig
BraA01000377	0.005	1	1	0.005	0.005	0.005	0.183503419072274	7.06249592573376	Not sig
BraA01000379	1	0.005	1	3	3	0.005	0.312615479188313	-1.58256200925071	Not sig
BraA01000380	0.005	1	0.005	1	15	5	0.250142272287149	-4.37796212980169	Not sig
BraA01000381	7	3	6	3	14	3	0.757418042853313	-0.321928094887362	Not sig
BraA01000383	86	40	72	71	134	80	0.299734227918278	-0.525461488972494	Not sig
BraA01000384	15	8	10	92	117	90	0.00689178489843158	-3.17960755483965	Down
BraA01000385	185	164	267	163	234	225	0.961359389047847	-0.0139842294357012	Not sig
BraA01000386	0.005	0.005	0.005	55	109	163	0.0729756827779477	-14.4120405145517	Not sig
BraA01000387	0.005	1	0.005	44	77	134	0.0843564219160597	-7.97999814388179	Not sig
BraA01000388	2	4	1	3	1	3	1	0	Not sig
BraA01000389	68	62	73	15	18	31	0.00255680455684378	1.66533591718518	Up
BraA01000390	681	472	664	253	366	240.21	0.0224370359972434	1.08047573009038	Up
BraA01000391	176	159	176	104	128	109	0.00437058817146779	0.583551551913449	Not sig
BraA01000392	79	81	129	8	6	8	0.0319246698040237	3.71549406386338	Up
BraA01000393	54	51	62	31	44	31	0.0228247381863129	0.655783837910853	Not sig
BraA01000394	49	87	74	48	66	67	0.501367988635592	0.214399630582917	Not sig
BraA01000395	20	6	11	20	50	46	0.0908321508658967	-1.64852762949862	Not sig
BraA01000396	82	33	61	126	75	107	0.0992823428785825	-0.807354922057604	Not sig
BraA01000397	19	47	33	2	1	0.005	0.0575972988503147	5.04199162914315	Not sig
BraA01000398	121	95	113	121	156	124	0.16122534468843	-0.285514652719679	Not sig
BraA01000399	2	3	0.005	7	5	8	0.0159812726406507	-1.99855802582609	Down
BraA01000400	36	16	28	34	53	33	0.202039389139934	-0.584962500721156	Not sig
BraA01000401	123	51	60	217	397	358	0.0317178339248602	-2.05444778402238	Down
BraA01000403	578	393.2	540	995.33	1129.29	1255.3	0.00347403793986702	-1.16129449263624	Down
BraA01000404	306	342	370	162	164	219	0.00389747161725641	0.901409426411407	Not sig
BraA01000405	1354	1206	1474	1118	1236	1114	0.119377365656671	0.218107185391127	Not sig
BraA01000407	458	450	577	238	325	298	0.0184268415898751	0.786377788291284	Not sig
BraA01000408	1	0.005	0.005	3	2	0.005	0.266479847477928	-2.3090147760842	Not sig
BraA01000410	0.005	1	4	6	8	10	0.0191422909462739	-2.26159243165989	Down
BraA01000411	0.005	0.005	0.005	0.005	4	1	0.300231439459847	-8.38226375811484	Not sig
BraA01000413	263	251	320	168	247	266	0.245184145225323	0.292392585432592	Not sig
BraA01000415	263	223	285	163	203	159	0.0258116012177048	0.554413437361549	Not sig
BraA01000416	18	12	5	5	10	9	0.440589890448353	0.54432051622381	Not sig
BraA01000417	12	2	20	213	237	265	0.00194095383099679	-4.39433659041541	Down
BraA01000418	29	56	43	25	27	22	0.143006033448257	0.79054663437105	Not sig
BraA01000419	125	93	168	145	145	147	0.515948682618291	-0.179032432232518	Not sig
BraA01000420	3	2	3	6	19	9	0.157295932940813	-2.08746284125034	Not sig
BraA01000422	228	147	201	83	121	111	0.0489407354786469	0.870716983055034	Not sig
BraA01000423	243	235	293	50	68	51	0.00451884576879072	2.18970761363285	Up
BraA01000424	51	36	43	33	29	31	0.0958174370288725	0.483209001920423	Not sig
BraA01000425	9	9	5	9	12	6	0.576845656568413	-0.231325546106456	Not sig
BraA01000426	505	144	293	196	322	162	0.507598787984608	0.470192313475081	Not sig
BraA01000428	3	4	0.005	2	2	3	0.999039349483171	0.00103012859848922	Not sig
BraA01000429	89	76	106	31	43	40	0.0155019158410407	1.24925902718913	Up
BraA01000430	237	136	164	273	413	306	0.0488012489260572	-0.885418032401463	Not sig
BraA01000431	23	28	13	49	44	67	0.0245795368049125	-1.32192809488736	Down
BraA01000432	370	329	177	221	338	243	0.741643080997957	0.127328633146253	Not sig
BraA01000433	45	32	33	346	449	507	0.0132194332151087	-3.56515401964098	Down
BraA01000434	389.89	353.49	299	442.43	454.05	367.16	0.123858186353247	-0.277704202338025	Not sig
BraA01000438	63	27	46	51	57	59	0.426503036311044	-0.296241451223713	Not sig
BraA01000439	89	98	169	37	59	75	0.120204068245561	1.0578809160805	Not sig
BraA01000440	37	20	26	99	139	169	0.0277423993169642	-2.29384555291932	Down
BraA01000441	48	33	31	36	17	10	0.16754941201474	0.830074998557688	Not sig
BraA01000443	29	22	39	2	0.005	0.005	0.0253906872959793	5.48465759492547	Up
BraA01000444	4075	5067	5581	949	1253	1156	0.0108950065590805	2.13239753357129	Up
BraA01000445	1540	1551	2145	865	759	877	0.040795016728317	1.06596003976427	Up
BraA01000446	124	80	95	180	186	165	0.0137974367639938	-0.828566376606049	Not sig
BraA01000448	24	17	39	45	64	42	0.0669249278681527	-0.916476644437716	Not sig
BraA01000449	172	137	183	434	304	353	0.0234950723776211	-1.14892088098437	Down
BraA01000450	17	13	24	0.005	0.005	0.005	0.0304602337753081	11.813781191217	Up
BraA01000451	0.005	0.005	1	8	8	12	0.0166543594440237	-4.79299962908053	Down
BraA01000453	0.005	1	1	16	10	12	0.0181185546754353	-4.24432527676339	Down
BraA01000454	167	175	158	75	92	72	0.000518820453750161	1.06491747668134	Up
BraA01000455	57	53	66	13	21	22	0.00158405324996687	1.65207669657969	Up
BraA01000456	0.005	0.005	0.005	3	0.005	1	0.270069503221121	-8.06069593168755	Not sig
BraA01000457	5	2	5	1	3	0.005	0.117242547583666	1.58316025808717	Not sig
BraA01000458	3	1	0.005	0.005	0.005	0.005	0.270069503221121	8.06069593168755	Not sig
BraA01000459	1	0.005	0.005	0.005	1	1	0.518518518518518	-0.989246943703125	Not sig
BraA01000461	0.005	0.005	0.005	3	0.005	2	0.199420996835043	-8.38226375811484	Not sig
BraA01000462	29	14	9	93	126	114	0.00245255705014022	-2.67893864893017	Down
BraA01000463	268	469	199	54	58	58	0.0875495555007842	2.4609737834457	Not sig
BraA01000465	2	2.6	0.005	0.005	1	0.14	0.277360420253259	2.00785355799439	Not sig
BraA01000466	92	66	85	109	132	109	0.030853992951034	-0.526398608226548	Not sig
BraA01000467	27	43	33	80	99	117	0.0148632691863333	-1.52295283844573	Down
BraA01000469	2436	4644	484	253	118	103	0.187922674565814	3.9961903990515	Not sig
BraA01000471	300	273	312	280	294	336	0.706379210338047	-0.0401890901156987	Not sig
BraA01000472	93	110	130	46	44	33	0.0136586528668117	1.43686386173202	Up
BraA01000473	10	3	6	5	13	8	0.493124440709959	-0.452512204697507	Not sig
BraA01000474	0.005	0.005	0.005	1	1	2	0.0575857681940916	-8.05889368905357	Not sig
BraA01000475	0.005	0.005	0.005	2	2	5	0.0957406291148458	-9.22881869049588	Not sig
BraA01000476	578	531	681	270	314	295	0.0149069252480847	1.02602451700821	Up
BraA01000477	7	6	4	15	32	27	0.059836955016564	-2.12199052437861	Not sig
BraA01000478	12	27	19	14	18	14	0.457738101974643	0.334419039070559	Not sig
BraA01000479	122	70	109	210	232	227	0.00768648972584758	-1.15224272388176	Down
BraA01000481	33.5	28.5	37.5	28	103	76	0.242796406470912	-1.05686233695568	Not sig
BraA01000484	33.5	28.5	37.5	28	0.005	0.005	0.116259103304821	1.82875454224387	Not sig
BraA01000487	134.61	94.34	115.6	147.63	169.39	123.97	0.141624222640154	-0.356032583801626	Not sig
BraA01000488	347	335	428	254	330	303	0.117834884892219	0.323553666936404	Not sig
BraA01000489	433	287	560	148	228	179	0.0817921607717969	1.20558413364989	Not sig
BraA01000490	84	82	132	452	570	632	0.00853542334315836	-2.47257499870911	Down
BraA01000491	115	150	176	351	377	382	0.00137822968542215	-1.33170911567995	Down
BraA01000492	112	99	103	176	202	216	0.00963137230002255	-0.919698371909139	Not sig
BraA01000493	10	5	12	106	140	187	0.0280113854983907	-4.00333571256326	Down
BraA01000494	18	15	12	38	27	52	0.0728556188126458	-1.37851162325373	Not sig
BraA01000495	12	18.55	29	20	14	13	0.500427465592194	0.341440751299115	Not sig
BraA01000498	2	0.45	0.005	0.005	0.005	0.005	0.310804580377816	7.35461671359354	Not sig
BraA01000499	824	992	1015.22	210	285	258	0.00355111782307812	1.91070208823317	Up
BraA01000500	2848	2944	2974	69	58.75	11	1.15626277779203e-05	5.98135900228719	Up
BraA01000501	100	136	89	43	34	34	0.0327197427201271	1.54988004156571	Up
BraA01000502	43	26	24	40	39	28	0.555430161103438	-0.202308175293115	Not sig
BraA01000504	129	136	124	142	168	148	0.0825110222816902	-0.235577443110752	Not sig
BraA01000505	42	26	27	48	61	52	0.030550635986152	-0.761061269783669	Not sig
BraA01000506	6	11	6	17	10	7	0.356322100363909	-0.563900885193326	Not sig
BraA01000507	89	75	37	428	403	507	0.00187792521862344	-2.73481070946253	Down
BraA01000508	108	91	74	94	123	84	0.574971177106364	-0.14086253583985	Not sig
BraA01000509	468	328	468	247	295	232	0.057045682502004	0.707590992032693	Not sig
BraA01000510	246.31	237.48	254.29	473.77	442.18	464.84	0.000265801879086843	-0.903644818707896	Not sig
BraA01000511	72.69	88.52	63.71	134.23	136.82	124.16	0.00589421787591274	-0.813207499910701	Not sig
BraA01000512	11	12	12	34	63	47	0.0491608318677217	-2.04064198449735	Down
BraA01000513	297.19	285.08	415.63	362.91	466.3	419.25	0.185803118938524	-0.323182444007374	Not sig
BraA01000514	29.81	15.92	29.37	36.09	23.7	34.75	0.343279052395445	-0.332111956957016	Not sig
BraA01000515	351	288	354	351	349	418	0.253579926475157	-0.171054565314816	Not sig
BraA01000516	67	64	75	51	61	65	0.146228771450293	0.218894977100221	Not sig
BraA01000517	10	9	5	1	2	4	0.0446197506535175	1.77760757866355	Up
BraA01000518	69	87	131	15	32	20	0.0491585087376842	2.09881773621792	Up
BraA01000519	168	65	47	2060	1457	1494	0.0125517296784329	-4.16159980548461	Down
BraA01000524	35	13	23	7	17	4	0.141790720780599	1.34239219744708	Not sig
BraA01000525	10	10	7	3	8	3	0.104559742234584	0.947532580105864	Not sig
BraA01000526	2	3	1	0.005	0.005	1	0.082822720722823	2.57060720774409	Not sig
BraA01000527	1	3	0.005	0.005	0.005	2	0.581551514155404	0.994606741229781	Not sig
BraA01000528	15	21	10	0.005	0.005	0.005	0.0404411875745753	11.5824556451106	Up
BraA01000530	1113	1010	1121	1439	1340	1223	0.0356000629574851	-0.302947347688468	Not sig
BraA01000531	544	476	483	594	661	520	0.142570778278491	-0.239974015363042	Not sig
BraA01000532	241	186	262	229	229	255	0.766562331701883	-0.0493980937395967	Not sig
BraA01000533	199	143	372	15	31	35	0.0910450030558381	3.13993026114448	Not sig
BraA01000534	2	5	1	258	318	224	0.0105495339844743	-6.64385618977473	Down
BraA01000535	67	57	50	155	258	204	0.0352291961903714	-1.82618318330069	Down
BraA01000536	11	1	0.005	204	224	222	6.58884023961842e-05	-5.75873240946012	Down
BraA01000537	1470	1146	1168	23485	28162	36033	0.0166482144610204	-4.53426380450849	Down
BraA01000538	16	17	17	16	28	32	0.212722554223101	-0.604071323668861	Not sig
BraA01000539	9	0.005	0.005	16	19	22	0.0165335214194228	-2.66136290812593	Down
BraA01000545	467	491	591	2999	4399	3579	0.0156414171172828	-2.82507477227067	Down
BraA01000546	110	90	95	87	69	105	0.410749612964358	0.176665147679319	Not sig
BraA01000547	535	422	777	135	118	143	0.0502991536516886	2.13053156314223	Not sig
BraA01000548	390	361	446	146	204	153	0.00239259795394309	1.25079284713798	Up
BraA01000549	9	6	12	47	42	44	0.00011934644267955	-2.30039493333772	Down
BraA01000550	4	1	6	1	6	5	0.8820464091712	-0.125530882083859	Not sig
BraA01000551	105	51	60	143	126	138	0.052317632488295	-0.913997482102778	Not sig
BraA01000552	14	6	6	8	6	7	0.598762943803202	0.308122295362332	Not sig
BraA01000553	3	3	2	1	0.005	1	0.0131617594868448	1.9963977633198	Up
BraA01000556	13	29	29	22	1	6	0.168192370434619	1.29176612437711	Not sig
BraA01000557	523	534	419	398	476	428	0.262549580858255	0.180963272894761	Not sig
BraA01000558	1276	1156	1550	85	123	75	0.00805158543499914	3.81461926288862	Up
BraA01000559	38	29	31	28	47	27	0.863484596499392	-0.0577154978562875	Not sig
BraA01000560	303	218	300	506	563	582	0.00179580295693692	-1.00788599313545	Down
BraA01000561	47	11	11	37	50	21	0.430213061549467	-0.6463630453853	Not sig
BraA01000563	6	7	2	25	32	39	0.013000246243162	-2.67807190511264	Down
BraA01000564	31	26	4	95	107	97	0.00427647557898267	-2.29326433663522	Down
BraA01000565	3	0.005	2	0.005	1	0.005	0.266479847477928	2.3090147760842	Not sig
BraA01000571	1272	1155	1408	328	389	388	0.00398902398534918	1.7951802081115	Up
BraA01000573	2	2	6	0.005	2	1	0.215895076265373	1.7345631039509	Not sig
BraA01000574	63	50	81	37	30	35	0.0694076418431794	0.927487500215632	Not sig
BraA01000575	293.82	212.04	303.22	157.86	214.5	184	0.0809916384915898	0.54026366037217	Not sig
